level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	113	52	873	16	-1	
3	1	1	1	0	0	113	52	873	16	-1	
4	1	1	1	1	0	113	52	873	16	-1	
5	1	1	1	1	1	113	57	73	11	93.201088	TRIBUNAL
5	1	1	1	1	2	192	57	82	11	96.563538	JUDICIAIRE
5	1	1	1	1	3	280	56	19	11	96.881660	DE
5	1	1	1	1	4	305	56	81	11	93.280670	GRENOBLE
5	1	1	1	1	5	392	62	13	1	93.118546	—
5	1	1	1	1	6	412	56	73	10	90.791016	Information
5	1	1	1	1	7	491	56	12	10	90.319023	n°
5	1	1	1	1	8	509	55	10	11	39.661148	J1
5	1	1	1	1	9	525	55	60	11	69.643219	26/00044
5	1	1	1	1	10	592	61	13	1	91.998070	—
5	1	1	1	1	11	611	55	37	13	95.338837	Copie
5	1	1	1	1	12	654	55	16	10	96.608963	de
5	1	1	1	1	13	675	54	10	11	94.673477	la
5	1	1	1	1	14	691	54	66	13	94.186028	procédure
5	1	1	1	1	15	903	53	33	13	96.176498	Page
5	1	1	1	1	16	943	52	43	11	61.945351	12/31
2	1	2	0	0	0	108	112	1028	117	-1	
3	1	2	1	0	0	108	112	1028	117	-1	
4	1	2	1	1	0	1059	112	49	20	-1	
5	1	2	1	1	1	1059	112	49	20	0.000000	Ra
4	1	2	1	2	0	108	142	1027	23	-1	
5	1	2	1	2	1	108	149	122	16	96.128487	RÉPUBLIQUE
5	1	2	1	2	2	241	150	107	14	89.554291	FRANÇAISE
5	1	2	1	2	3	831	142	144	16	90.410568	PROCÈS-VERBAL
5	1	2	1	2	4	980	144	18	13	92.046280	N°
5	1	2	1	2	5	1004	144	131	13	91.940758	2026/000233/007
4	1	2	1	3	0	109	166	1027	18	-1	
5	1	2	1	3	1	109	172	62	12	95.408432	POLICE
5	1	2	1	3	2	177	171	97	13	95.529472	NATIONALE
5	1	2	1	3	3	986	166	48	14	92.468300	Affaire
5	1	2	1	3	4	1041	169	2	10	92.458923	:
5	1	2	1	3	5	1050	166	86	13	90.077652	GENTIANE
4	1	2	1	4	0	109	187	1027	19	-1	
5	1	2	1	4	1	109	194	39	12	93.064438	DIPN
5	1	2	1	4	2	154	193	19	13	92.897873	38
5	1	2	1	4	3	177	200	18	2	92.897873	—
5	1	2	1	4	4	200	190	68	16	92.243271	SÛRETÉ
5	1	2	1	4	5	274	190	160	15	95.763565	DÉPARTEMENTALE
5	1	2	1	4	6	857	189	93	13	93.303253	Commission
5	1	2	1	4	7	956	190	66	15	91.896561	rogatoire
5	1	2	1	4	8	1028	188	17	13	95.720856	du
5	1	2	1	4	9	1052	187	84	14	95.720856	20/02/2026
4	1	2	1	5	0	109	211	1027	18	-1	
5	1	2	1	5	1	109	216	73	13	96.318573	GROUPE
5	1	2	1	5	2	188	216	23	13	93.277641	DE
5	1	2	1	5	3	216	213	110	16	91.514587	RÉPRESSION
5	1	2	1	5	4	333	215	34	13	93.283066	DES
5	1	2	1	5	5	372	215	92	13	91.550957	ATTEINTES
5	1	2	1	5	6	470	215	35	12	96.904831	AUX
5	1	2	1	5	7	511	214	51	13	96.482750	BIENS
5	1	2	1	5	8	959	211	83	13	93.141777	Information
5	1	2	1	5	9	1048	211	11	13	84.486870	J1
5	1	2	1	5	10	1066	211	70	13	84.486870	26/00044
2	1	3	0	0	0	741	230	395	18	-1	
3	1	3	1	0	0	741	230	395	18	-1	
4	1	3	1	1	0	741	230	395	18	-1	
5	1	3	1	1	1	741	235	57	13	93.288567	OBJET
5	1	3	1	1	2	804	238	3	9	93.123802	:
5	1	3	1	1	3	814	234	131	13	93.263138	SURVEILLANCE
5	1	3	1	1	4	950	240	18	3	92.720253	—
5	1	3	1	1	5	972	230	164	16	91.349701	GÉOLOCALISATION
2	1	4	0	0	0	107	260	1030	9	-1	
3	1	4	1	0	0	107	260	1030	9	-1	
4	1	4	1	1	0	107	260	1030	9	-1	
5	1	4	1	1	1	107	260	1030	9	95.000000	 
2	1	5	0	0	0	503	283	239	24	-1	
3	1	5	1	0	0	503	283	239	24	-1	
4	1	5	1	1	0	503	283	239	24	-1	
5	1	5	1	1	1	503	283	239	24	89.760422	PROCÈS-VERBAL
2	1	6	0	0	0	110	340	501	20	-1	
3	1	6	1	0	0	110	340	501	20	-1	
4	1	6	1	1	0	110	340	501	20	-1	
5	1	6	1	1	1	110	343	35	15	96.835922	L'an
5	1	6	1	1	2	152	342	43	15	97.009583	deux
5	1	6	1	1	3	200	342	40	15	91.883987	mille
5	1	6	1	1	4	247	341	75	19	93.223511	vingt-six,
5	1	6	1	1	5	330	341	14	15	94.861572	le
5	1	6	1	1	6	351	341	36	15	94.861572	trois
5	1	6	1	1	7	394	344	46	13	92.098778	mars,
5	1	6	1	1	8	448	340	10	15	96.645554	à
5	1	6	1	1	9	465	342	76	17	96.645554	quatorze
5	1	6	1	1	10	547	340	64	16	96.869614	heures,
2	1	7	0	0	0	110	373	1026	49	-1	
3	1	7	1	0	0	110	373	1026	49	-1	
4	1	7	1	1	0	111	373	1025	24	-1	
5	1	7	1	1	1	111	379	49	16	96.543365	Nous,
5	1	7	1	1	2	170	378	70	19	93.297462	Nadège
5	1	7	1	1	3	248	378	104	17	91.107422	COLLOMB,
5	1	7	1	1	4	362	376	122	20	92.291931	Brigadier-chef
5	1	7	1	1	5	492	376	20	15	95.967850	de
5	1	7	1	1	6	522	376	54	19	93.249985	police,
5	1	7	1	1	7	586	376	36	15	90.185623	OPJ
5	1	7	1	1	8	632	375	72	19	90.185623	(GRAB),
5	1	7	1	1	9	714	374	71	16	96.481773	assistée
5	1	7	1	1	10	794	374	20	15	96.954147	du
5	1	7	1	1	11	824	374	68	15	96.523094	Gardien
5	1	7	1	1	12	901	374	21	15	96.940506	de
5	1	7	1	1	13	931	374	15	14	96.139328	la
5	1	7	1	1	14	954	373	35	19	96.886383	paix
5	1	7	1	1	15	997	373	47	15	93.296394	Théo
5	1	7	1	1	16	1053	373	83	17	92.171082	MICOUD,
4	1	7	1	2	0	110	401	528	21	-1	
5	1	7	1	2	1	110	403	73	19	96.346313	agissant
5	1	7	1	2	2	189	407	21	11	96.952675	en
5	1	7	1	2	3	216	404	43	14	96.839012	vertu
5	1	7	1	2	4	266	402	21	15	96.942284	de
5	1	7	1	2	5	294	402	15	15	95.881546	la
5	1	7	1	2	6	315	402	102	15	93.299828	commission
5	1	7	1	2	7	425	401	76	19	90.330757	rogatoire
5	1	7	1	2	8	508	401	20	15	95.006966	du
5	1	7	1	2	9	536	401	102	16	95.006966	20/02/2026,
2	1	8	0	0	0	110	434	959	24	-1	
3	1	8	1	0	0	110	434	959	24	-1	
4	1	8	1	1	0	110	434	959	24	-1	
5	1	8	1	1	1	110	439	57	15	90.160957	Avisés
5	1	8	1	1	2	174	442	28	16	96.618690	par
5	1	8	1	1	3	208	439	14	15	96.846848	le
5	1	8	1	1	4	229	440	47	18	96.982323	poste
5	1	8	1	1	5	282	438	21	15	96.926857	de
5	1	8	1	1	6	310	438	98	19	96.594818	supervision
5	1	8	1	1	7	415	438	21	15	96.722015	de
5	1	8	1	1	8	443	437	48	15	90.086868	l'arrêt
5	1	8	1	1	9	497	437	21	15	96.338501	du
5	1	8	1	1	10	525	437	72	15	96.338501	véhicule
5	1	8	1	1	11	603	436	21	16	93.302551	de
5	1	8	1	1	12	631	436	102	15	90.218727	FONTANEL
5	1	8	1	1	13	739	435	11	16	91.692696	à
5	1	8	1	1	14	756	436	67	16	91.692696	Corenc,
5	1	8	1	1	15	831	435	69	15	91.194229	relatons
