level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	126	51	872	20	-1	
3	1	1	1	0	0	126	51	872	20	-1	
4	1	1	1	1	0	126	51	872	20	-1	
5	1	1	1	1	1	126	51	71	11	95.947754	TRIBUNAL
5	1	1	1	1	2	203	51	82	12	94.948097	JUDICIAIRE
5	1	1	1	1	3	291	52	19	11	96.091850	DE
5	1	1	1	1	4	316	52	82	11	90.762016	GRENOBLE
5	1	1	1	1	5	404	59	13	1	90.762016	—
5	1	1	1	1	6	423	53	73	11	92.272728	Information
5	1	1	1	1	7	502	53	28	11	0.000000	n°‘J1
5	1	1	1	1	8	536	54	61	11	88.481667	26/00044
5	1	1	1	1	9	603	61	13	1	88.481667	—
5	1	1	1	1	10	622	55	38	13	96.247940	Copie
5	1	1	1	1	11	665	55	16	10	96.247940	de
5	1	1	1	1	12	687	55	10	11	96.234695	la
5	1	1	1	1	13	702	56	66	12	92.728302	procédure
5	1	1	1	1	14	914	57	34	14	96.375282	Page
5	1	1	1	1	15	954	57	44	11	96.385597	31/31
2	1	2	0	0	0	118	118	1028	70	-1	
3	1	2	1	0	0	118	118	1028	70	-1	
4	1	2	1	1	0	1069	118	49	20	-1	
5	1	2	1	1	1	1069	118	49	20	19.834938	F1
4	1	2	1	2	0	118	140	1028	23	-1	
5	1	2	1	2	1	118	140	112	19	96.661026	RÉPUBLIQUE
5	1	2	1	2	2	235	144	99	16	96.810585	FRANÇAISE
5	1	2	1	2	3	942	149	17	13	93.414444	N°
5	1	2	1	2	4	965	149	77	14	86.905029	instruction
5	1	2	1	2	5	1048	153	3	10	83.992569	:
5	1	2	1	2	6	1057	150	12	13	57.468777	JI
5	1	2	1	2	7	1076	150	70	13	84.429863	26/00044
4	1	2	1	3	0	118	165	1028	23	-1	
5	1	2	1	3	1	118	165	88	13	96.147629	TRIBUNAL
5	1	2	1	3	2	210	166	96	13	95.896828	JUDICIAIRE
5	1	2	1	3	3	312	166	23	13	95.896828	DE
5	1	2	1	3	4	340	167	96	13	95.977913	GRENOBLE
5	1	2	1	3	5	948	171	17	13	94.968109	N°
5	1	2	1	3	6	971	174	58	14	92.807831	parquet
