level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	98	24	1035	76	-1	
3	1	1	1	0	0	98	24	1035	76	-1	
4	1	1	1	1	0	98	24	1035	76	-1	
5	1	1	1	1	1	98	66	73	12	53.685226	TRIBUNAL
5	1	1	1	1	2	176	64	83	13	74.058975	JUDICIAIRE
5	1	1	1	1	3	264	63	20	11	92.847984	DE
5	1	1	1	1	4	289	61	83	12	96.051147	GRENOBLE
5	1	1	1	1	5	376	66	14	2	29.798103	=
5	1	1	1	1	6	396	59	74	11	59.705166	Infomation
5	1	1	1	1	7	475	58	11	10	74.578995	n°
5	1	1	1	1	8	494	57	10	11	84.115143	Ji
5	1	1	1	1	9	509	56	62	12	84.115143	26/00044
5	1	1	1	1	10	576	61	13	2	91.295944	—
5	1	1	1	1	11	595	55	38	13	92.680710	Copie
5	1	1	1	1	12	638	54	16	10	87.299011	de
5	1	1	1	1	13	659	53	12	11	89.376282	la
5	1	1	1	1	14	675	44	67	28	96.755730	procédure
5	1	1	1	1	15	888	47	33	14	95.298630	Page
5	1	1	1	1	16	927	45	44	12	93.376648	23/31
5	1	1	1	1	17	1000	24	133	76	45.897007	(D22)
2	1	2	0	0	0	95	250	1031	29	-1	
3	1	2	1	0	0	95	250	1031	29	-1	
4	1	2	1	1	0	95	250	1031	29	-1	
5	1	2	1	1	1	95	250	1031	29	95.000000	 
2	1	3	0	0	0	98	354	1030	29	-1	
3	1	3	1	0	0	98	354	1030	29	-1	
4	1	3	1	1	0	98	354	1030	29	-1	
5	1	3	1	1	1	98	354	1030	29	95.000000	 
2	1	4	0	0	0	100	385	1029	30	-1	
3	1	4	1	0	0	100	385	1029	30	-1	
4	1	4	1	1	0	100	385	1029	30	-1	
5	1	4	1	1	1	100	385	1029	30	95.000000	 
2	1	5	0	0	0	100	415	1030	31	-1	
3	1	5	1	0	0	100	415	1030	31	-1	
4	1	5	1	1	0	100	415	1030	31	-1	
5	1	5	1	1	1	100	415	1030	31	95.000000	 
2	1	6	0	0	0	100	447	1031	30	-1	
3	1	6	1	0	0	100	447	1031	30	-1	
4	1	6	1	1	0	100	447	1031	30	-1	
5	1	6	1	1	1	100	447	1031	30	95.000000	 
2	1	7	0	0	0	101	479	1031	29	-1	
3	1	7	1	0	0	101	479	1031	29	-1	
4	1	7	1	1	0	101	479	1031	29	-1	
5	1	7	1	1	1	101	479	1031	29	95.000000	 
2	1	8	0	0	0	102	512	1030	29	-1	
3	1	8	1	0	0	102	512	1030	29	-1	
4	1	8	1	1	0	102	512	1030	29	-1	
5	1	8	1	1	1	102	512	1030	29	95.000000	 
2	1	9	0	0	0	103	543	1030	29	-1	
3	1	9	1	0	0	103	543	1030	29	-1	
4	1	9	1	1	0	103	543	1030	29	-1	
5	1	9	1	1	1	103	543	1030	29	95.000000	 
2	1	10	0	0	0	104	574	1030	30	-1	
3	1	10	1	0	0	104	574	1030	30	-1	
4	1	10	1	1	0	104	574	1030	30	-1	
5	1	10	1	1	1	104	574	1030	30	95.000000	 
2	1	11	0	0	0	105	605	1030	30	-1	
3	1	11	1	0	0	105	605	1030	30	-1	
4	1	11	1	1	0	105	605	1030	30	-1	
