level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	116	34	1033	76	-1	
3	1	1	1	0	0	116	34	1033	76	-1	
4	1	1	1	1	0	116	34	1033	76	-1	
5	1	1	1	1	1	116	56	71	11	96.314178	TRIBUNAL
5	1	1	1	1	2	193	56	83	11	94.749969	JUDICIAIRE
5	1	1	1	1	3	282	56	19	11	96.415001	DE
5	1	1	1	1	4	306	56	82	10	93.119682	GRENOBLE
5	1	1	1	1	5	394	62	14	1	91.697739	—
5	1	1	1	1	6	414	55	73	11	95.181122	Information
5	1	1	1	1	7	492	56	10	9	93.122360	n°
5	1	1	1	1	8	511	55	10	10	48.959011	91
5	1	1	1	1	9	527	54	60	11	77.971764	26/00044
5	1	1	1	1	10	593	61	13	1	92.194527	—
5	1	1	1	1	11	613	55	37	13	82.476730	Copie
5	1	1	1	1	12	656	55	16	10	87.529030	de
5	1	1	1	1	13	677	54	10	11	95.712608	la
5	1	1	1	1	14	693	54	66	14	95.712608	procédure
5	1	1	1	1	15	905	53	33	14	96.292503	Page
5	1	1	1	1	16	944	53	15	11	80.988220	20
5	1	1	1	1	17	964	53	4	11	57.833435	/
5	1	1	1	1	18	973	53	15	11	57.833435	31
5	1	1	1	1	19	1016	34	133	76	26.517235	CD1)
2	1	2	0	0	0	110	113	1028	115	-1	
3	1	2	1	0	0	110	113	1028	115	-1	
4	1	2	1	1	0	1061	113	48	20	-1	
5	1	2	1	1	1	1061	113	48	20	9.536819	Pat
4	1	2	1	2	0	110	143	1027	21	-1	
5	1	2	1	2	1	110	148	121	16	95.234764	RÉPUBLIQUE
5	1	2	1	2	2	243	150	107	13	96.075111	FRANÇAISE
5	1	2	1	2	3	833	143	143	16	88.193314	PROCÈS-VERBAL
5	1	2	1	2	4	982	145	17	13	88.572739	N°
5	1	2	1	2	5	1005	144	132	15	88.572739	2026/000233/014
4	1	2	1	3	0	110	167	1027	16	-1	
5	1	2	1	3	1	110	171	63	12	96.521767	POLICE
5	1	2	1	3	2	179	170	97	13	96.700211	NATIONALE
5	1	2	1	3	3	987	167	49	13	93.139778	Affaire
5	1	2	1	3	4	1042	170	3	10	93.066895	:
5	1	2	1	3	5	1051	167	86	13	92.848175	GENTIANE
4	1	2	1	4	0	110	189	1028	17	-1	
5	1	2	1	4	1	110	193	40	12	90.712738	DIPN
5	1	2	1	4	2	156	192	18	13	92.634888	38
5	1	2	1	4	3	179	199	17	2	91.191238	—
5	1	2	1	4	4	201	189	69	16	87.420731	SÛRETÉ
5	1	2	1	4	5	276	189	160	16	96.203682	DÉPARTEMENTALE
5	1	2	1	4	6	858	189	93	13	93.279442	Commission
5	1	2	1	4	7	957	191	67	15	86.841347	rogatoire
5	1	2	1	4	8	1029	189	18	13	96.878090	du
5	1	2	1	4	9	1053	189	85	13	96.818863	20/02/2026
4	1	2	1	5	0	110	212	1028	16	-1	
5	1	2	1	5	1	110	216	74	12	96.320534	GROUPE
5	1	2	1	5	2	189	215	23	13	93.159378	DE
5	1	2	1	5	3	218	212	110	16	92.942055	RÉPRESSION
5	1	2	1	5	4	334	215	34	12	93.300705	DES
5	1	2	1	5	5	373	214	93	13	93.095123	ATTEINTES
5	1	2	1	5	6	471	214	35	13	96.773888	AUX
5	1	2	1	5	7	512	214	51	13	96.801872	BIENS
5	1	2	1	5	8	960	212	83	13	91.685265	Information
5	1	2	1	5	9	1049	212	12	13	13.277725	J1
5	1	2	1	5	10	1067	212	71	13	88.757370	26/00044
2	1	3	0	0	0	659	232	479	16	-1	
3	1	3	1	0	0	659	232	479	16	-1	
4	1	3	1	1	0	659	232	479	16	-1	
5	1	3	1	1	1	659	235	57	13	91.679611	OBJET
5	1	3	1	1	2	722	239	3	9	91.679611	:
5	1	3	1	1	3	731	235	119	13	96.261215	NOTIFICATION
5	1	3	1	1	4	856	235	23	12	96.574753	DE
5	1	3	1	1	5	884	235	61	13	96.166817	GARDE
5	1	3	1	1	6	946	228	10	28	96.838867	À
5	1	3	1	1	7	968	234	34	13	96.290848	VUE
5	1	3	1	1	8	1008	234	21	13	96.303680	ET
5	1	3	1	1	9	1035	234	34	13	96.377678	DES
5	1	3	1	1	10	1074	234	64	13	95.643509	DROITS
2	1	4	0	0	0	109	261	1029	7	-1	
3	1	4	1	0	0	109	261	1029	7	-1	
4	1	4	1	1	0	109	261	1029	7	-1	
5	1	4	1	1	1	109	261	1029	7	95.000000	 
2	1	5	0	0	0	505	283	239	24	-1	
3	1	5	1	0	0	505	283	239	24	-1	
4	1	5	1	1	0	505	283	239	24	-1	
5	1	5	1	1	1	505	283	239	24	90.533234	PROCÈS-VERBAL
2	1	6	0	0	0	111	339	653	21	-1	
3	1	6	1	0	0	111	339	653	21	-1	
4	1	6	1	1	0	111	339	653	21	-1	
5	1	6	1	1	1	111	342	35	14	96.579910	L'an
5	1	6	1	1	2	153	341	43	15	96.981354	deux
5	1	6	1	1	3	201	341	40	15	95.440536	mille
5	1	6	1	1	4	248	341	75	19	95.440536	vingt-six,
5	1	6	1	1	5	331	341	14	14	96.668541	le
5	1	6	1	1	6	352	340	25	15	96.805237	dix
5	1	6	1	1	7	383	344	46	13	96.134056	mars,
5	1	6	1	1	8	438	340	10	15	96.880836	à
5	1	6	1	1	9	454	340	32	15	92.108170	huit
5	1	6	1	1	10	492	340	59	15	93.293869	heures
5	1	6	1	1	11	557	339	129	19	70.175957	cinquante-cinq
5	1	6	1	1	12	692	339	72	17	95.569824	minutes,
2	1	7	0	0	0	111	374	1028	268	-1	
3	1	7	1	0	0	112	374	1026	45	-1	
4	1	7	1	1	0	112	374	1026	22	-1	
5	1	7	1	1	1	112	378	48	16	95.698883	Nous,
5	1	7	1	1	2	173	378	49	18	93.283020	Hugo
5	1	7	1	1	3	233	376	114	18	77.371811	BRESSAND,
5	1	7	1	1	4	359	376	91	15	96.597244	Lieutenant
5	1	7	1	1	5	460	376	21	15	96.533997	de
5	1	7	1	1	6	492	376	55	19	93.258545	police,
5	1	7	1	1	7	559	376	36	15	92.312164	OPJ
5	1	7	1	1	8	607	376	72	18	92.312164	(GRAB),
5	1	7	1	1	9	691	375	73	19	95.794441	agissant
5	1	7	1	1	10	774	378	21	12	96.966057	en
5	1	7	1	1	11	805	376	43	14	96.190750	vertu
5	1	7	1	1	12	859	374	21	16	96.953339	de
5	1	7	1	1	13	891	374	15	15	94.871201	la
5	1	7	1	1	14	916	374	102	15	93.160545	commission
5	1	7	1	1	15	1030	374	77	19	92.682617	rogatoire
5	1	7	1	1	16	1117	374	21	14	96.904427	du
4	1	7	1	2	0	112	400	694	19	-1	
5	1	7	1	2	1	112	402	102	17	96.939156	20/02/2026,
5	1	7	1	2	2	220	406	20	11	91.059189	vu
5	1	7	1	2	3	248	402	24	15	91.059189	les
5	1	7	1	2	4	278	402	62	15	93.294373	articles
5	1	7	1	2	5	346	402	39	14	92.352036	62-2
5	1	7	1	2	6	392	401	10	15	93.232941	à
5	1	7	1	2	7	408	402	43	16	92.984467	64-1,
5	1	7	1	2	8	459	401	31	15	96.955345	154
5	1	7	1	2	9	497	403	16	13	93.135185	et
5	1	7	1	2	10	520	401	59	15	92.160469	706-88
5	1	7	1	2	11	586	400	22	16	96.914368	du
5	1	7	1	2	12	614	401	41	17	96.727676	CPP,
5	1	7	1	2	13	663	400	43	15	96.538582	étant
5	1	7	1	2	14	712	404	21	11	96.305908	au
5	1	7	1	2	15	740	400	66	17	96.705093	service,
3	1	7	2	0	0	111	433	1028	75	-1	
4	1	7	2	1	0	112	433	1027	22	-1	
5	1	7	2	1	1	112	438	75	15	86.828606	Notifions
5	1	7	2	1	2	195	438	10	15	95.660141	à
5	1	7	2	1	3	213	438	54	15	95.440018	08h55
5	1	7	2	1	4	274	438	11	15	93.282600	à
5	1	7	2	1	5	293	438	105	15	91.480789	FONTANEL
5	1	7	2	1	6	405	437	78	17	96.462639	Yannick,
5	1	7	2	1	7	492	437	20	15	96.812149	né
5	1	7	2	1	8	520	437	14	15	96.478889	le
5	1	7	2	1	9	543	437	96	15	96.478889	11/04/1990
5	1	7	2	1	10	646	436	11	15	93.257675	à
5	1	7	2	1	11	665	433	89	20	89.556694	Échirolles,
5	1	7	2	1	12	762	439	41	12	96.684601	sans
5	1	7	2	1	13	811	436	94	19	93.473267	profession,
5	1	7	2	1	14	914	435	33	19	94.924469	qu'il
5	1	7	2	1	15	955	437	26	13	96.421852	est
5	1	7	2	1	16	989	434	46	20	96.849701	placé
5	1	7	2	1	17	1042	438	21	12	96.868439	en
5	1	7	2	1	18	1071	435	49	19	96.497887	garde
5	1	7	2	1	19	1128	434	11	15	96.911545	à
4	1	7	2	2	0	111	459	1027	23	-1	
5	1	7	2	2	1	111	467	31	11	91.860481	vue
5	1	7	2	2	2	149	463	11	15	96.941856	à
5	1	7	2	2	3	167	465	71	17	96.276352	compter
5	1	7	2	2	4	245	463	21	15	96.746696	de
5	1	7	2	2	5	273	463	59	17	94.356575	06h05,
5	1	7	2	2	6	340	462	49	15	96.823975	heure
5	1	7	2	2	7	397	462	21	15	95.883713	de
5	1	7	2	2	8	425	466	31	11	95.883713	son
5	1	7	2	2	9	464	461	123	20	96.529633	appréhension,
5	1	7	2	2	10	595	465	39	15	95.733925	pour
5	1	7	2	2	11	641	461	31	15	96.812233	des
5	1	7	2	2	12	679	461	36	15	96.676590	faits
5	1	7	2	2	13	722	461	21	15	96.969238	de
5	1	7	2	2	14	750	461	34	15	96.871239	vols
5	1	7	2	2	15	792	464	20	12	96.635284	en
5	1	7	2	2	16	820	460	54	16	96.635284	bande
5	1	7	2	2	17	882	460	85	19	96.246849	organisée
5	1	7	2	2	18	974	462	16	13	96.941559	et
5	1	7	2	2	19	997	459	113	16	96.142242	d'association
5	1	7	2	2	20	1117	460	21	15	96.275757	de
4	1	7	2	3	0	112	488	645	20	-1	
5	1	7	2	3	1	112	490	95	15	95.566559	malfaiteurs
5	1	7	2	3	2	213	490	68	15	96.138832	commis
5	1	7	2	3	3	287	490	42	15	96.342667	dans
5	1	7	2	3	4	336	489	132	19	93.052521	l'agglomération
5	1	7	2	3	5	474	489	102	19	92.480675	grenobloise
5	1	7	2	3	6	582	488	58	19	96.630623	depuis
5	1	7	2	3	7	645	488	59	19	95.429100	janvier
5	1	7	2	3	8	710	488	47	15	96.443520	2026.
3	1	7	3	0	0	112	521	1027	121	-1	
4	1	7	3	1	0	112	521	1027	22	-1	
5	1	7	3	1	1	112	524	24	15	93.294464	Lui
5	1	7	3	1	2	145	524	72	15	92.265060	notifions
5	1	7	3	1	3	225	528	32	15	96.858978	que
5	1	7	3	1	4	265	524	15	15	96.762779	la
5	1	7	3	1	5	287	523	49	20	96.633720	garde
5	1	7	3	1	6	344	523	11	15	96.991158	à
5	1	7	3	1	7	361	527	31	11	96.767899	vue
5	1	7	3	1	8	401	525	41	17	96.040108	peut,
5	1	7	3	1	9	451	527	21	11	96.755173	en
5	1	7	3	1	10	480	523	93	19	95.173943	application
5	1	7	3	1	11	581	523	21	14	96.698090	de
5	1	7	3	1	12	610	522	59	16	93.255829	l'article
5	1	7	3	1	13	677	522	61	15	92.547050	706-88
5	1	7	3	1	14	745	522	21	15	96.856041	du
5	1	7	3	1	15	774	522	42	17	43.552567	CPP,
5	1	7	3	1	16	824	521	33	16	96.785545	être
5	1	7	3	1	17	865	521	87	19	96.220322	prolongée
5	1	7	3	1	18	959	521	62	19	93.285126	jusqu'à
5	1	7	3	1	19	1029	521	110	19	90.289093	quatre-vingt-
4	1	7	3	2	0	112	547	1026	23	-1	
5	1	7	3	2	1	112	555	45	11	96.938057	seize
5	1	7	3	2	2	165	551	64	17	95.138985	heures,
5	1	7	3	2	3	238	553	16	13	96.668610	et
5	1	7	3	2	4	261	551	33	19	93.100517	qu'il
5	1	7	3	2	5	303	551	67	18	94.761032	dispose
5	1	7	3	2	6	378	550	31	15	96.964027	des
5	1	7	3	2	7	417	550	47	15	96.688988	droits
5	1	7	3	2	8	473	550	71	15	93.237595	suivants
5	1	7	3	2	9	553	554	3	10	93.192131	:
5	1	7	3	2	10	564	550	38	15	96.221825	faire
5	1	7	3	2	11	611	549	69	19	96.485291	prévenir
5	1	7	3	2	12	689	553	20	11	96.535530	un
5	1	7	3	2	13	718	549	59	19	95.808212	proche
5	1	7	3	2	14	785	550	16	14	96.256241	et
5	1	7	3	2	15	808	552	31	12	96.815804	son
5	1	7	3	2	16	848	548	91	20	93.304008	employeur
5	1	7	3	2	17	948	552	2	13	92.640564	;
5	1	7	3	2	18	959	548	33	15	96.854851	être
5	1	7	3	2	19	1000	547	74	16	95.437584	examiné
5	1	7	3	2	20	1082	551	28	16	96.236359	par
5	1	7	3	2	21	1118	551	20	12	93.534058	un
4	1	7	3	3	0	112	573	1027	22	-1	
5	1	7	3	3	1	112	576	73	15	93.262573	médecin
5	1	7	3	3	2	197	580	3	12	93.038864	;
5	1	7	3	3	3	212	576	33	15	96.866417	être
