level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	110	30	1033	76	-1	
3	1	1	1	0	0	110	30	1033	76	-1	
4	1	1	1	1	0	110	30	1033	76	-1	
5	1	1	1	1	1	110	60	72	11	94.195564	TRIBUNAL
5	1	1	1	1	2	187	59	83	11	94.195564	JUDICIAIRE
5	1	1	1	1	3	275	58	19	11	96.935249	DE
5	1	1	1	1	4	300	57	82	12	93.302567	GRENOBLE
5	1	1	1	1	5	389	63	12	2	93.148071	—
5	1	1	1	1	6	407	56	73	11	92.080177	Information
5	1	1	1	1	7	486	58	7	8	93.134689	n°
5	1	1	1	1	8	504	56	10	10	33.059982	J1
5	1	1	1	1	9	520	55	61	11	88.992378	26/00044
5	1	1	1	1	10	587	61	13	1	92.646141	—
5	1	1	1	1	11	606	55	38	13	96.885994	Copie
5	1	1	1	1	12	649	54	16	11	96.233055	de
5	1	1	1	1	13	671	54	10	10	95.140518	la
5	1	1	1	1	14	686	53	66	14	95.847603	procédure
5	1	1	1	1	15	898	51	33	14	96.871086	Page
5	1	1	1	1	16	938	50	43	11	94.392494	19/31
5	1	1	1	1	17	1010	30	133	76	32.590485	CD18)
2	1	2	0	0	0	104	109	1028	58	-1	
3	1	2	1	0	0	104	109	1028	58	-1	
4	1	2	1	1	0	1055	109	48	20	-1	
5	1	2	1	1	1	1055	109	48	20	19.090683	4
4	1	2	1	2	0	104	141	1028	26	-1	
5	1	2	1	2	1	104	152	122	15	96.237007	RÉPUBLIQUE
5	1	2	1	2	2	237	152	107	14	95.328644	FRANÇAISE
5	1	2	1	2	3	827	141	144	16	91.318359	PROCÈS-VERBAL
5	1	2	1	2	4	976	142	17	13	88.178566	N°
5	1	2	1	2	5	1000	141	132	14	86.681366	2026/000233/013
2	1	3	0	0	0	105	163	1027	46	-1	
3	1	3	1	0	0	105	163	1027	46	-1	
4	1	3	1	1	0	105	163	1027	24	-1	
5	1	3	1	1	1	105	174	63	13	96.529541	POLICE
5	1	3	1	1	2	173	173	97	14	96.304192	NATIONALE
5	1	3	1	1	3	982	164	48	13	92.619781	Affaire
5	1	3	1	1	4	1037	167	2	9	92.619781	:
5	1	3	1	1	5	1046	163	86	13	90.716530	GENTIANE
4	1	3	1	2	0	105	185	1027	24	-1	
5	1	3	1	2	1	105	196	39	13	89.774170	DIPN
5	1	3	1	2	2	151	196	40	13	92.940247	38
5	1	3	1	2	3	178	188	10	28	91.145691	—
5	1	3	1	2	4	196	192	68	16	91.138519	SÛRETÉ
5	1	3	1	2	5	270	192	161	15	96.310112	DÉPARTEMENTALE
5	1	3	1	2	6	853	187	93	13	93.303726	Commission
5	1	3	1	2	7	952	188	66	15	92.335350	rogatoire
5	1	3	1	2	8	1024	186	17	13	41.186661	du
5	1	3	1	2	9	1048	185	84	13	41.186661	20/02/2026
2	1	4	0	0	0	105	208	1028	40	-1	
3	1	4	1	0	0	105	208	1028	40	-1	
4	1	4	1	1	0	105	208	1027	24	-1	
5	1	4	1	1	1	105	219	74	13	95.564232	GROUPE
5	1	4	1	1	2	184	219	23	12	93.286812	DE
5	1	4	1	1	3	213	215	110	16	91.217033	RÉPRESSION
5	1	4	1	1	4	329	217	34	13	93.298271	DES
5	1	4	1	1	5	368	216	93	13	92.331169	ATTEINTES
5	1	4	1	1	6	466	215	35	13	96.229225	AUX
5	1	4	1	1	7	507	215	51	13	95.998367	BIENS
5	1	4	1	1	8	955	209	83	13	92.667274	Information
5	1	4	1	1	9	1044	209	12	13	27.911163	J1
5	1	4	1	1	10	1062	208	70	13	91.312706	26/00044
4	1	4	1	2	0	672	230	461	18	-1	
5	1	4	1	2	1	672	235	56	13	93.005257	OBJET
5	1	4	1	2	2	734	238	4	9	92.835953	:
5	1	4	1	2	3	744	233	146	14	91.556030	INTERPELLATION
5	1	4	1	2	4	895	239	17	2	91.362106	—
5	1	4	1	2	5	918	231	120	16	91.505211	PERQUISITION
