level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	117	54	873	14	-1	
3	1	1	1	0	0	117	36	1034	74	-1	
4	1	1	1	1	0	117	54	873	14	-1	
5	1	1	1	1	1	117	56	73	10	92.993874	TRIBUNAL
5	1	1	1	1	2	196	55	82	11	92.993874	JUDICIAIRE
5	1	1	1	1	3	283	55	19	11	95.391312	DE
5	1	1	1	1	4	308	55	82	11	91.674652	GRENOBLE
5	1	1	1	1	5	395	61	14	1	91.674652	—
5	1	1	1	1	6	415	55	73	10	93.740364	Information
5	1	1	1	1	7	494	57	7	8	96.253899	n°
5	1	1	1	1	8	512	55	10	10	86.314125	Ji
5	1	1	1	1	9	528	55	61	10	82.129173	26/00044
5	1	1	1	1	10	595	61	13	1	92.881996	—
5	1	1	1	1	11	614	55	38	13	96.513626	Copie
5	1	1	1	1	12	657	54	16	11	89.989883	de
5	1	1	1	1	13	679	54	10	11	89.989883	la
5	1	1	1	1	14	694	54	66	14	96.813225	procédure
5	1	1	1	1	15	906	54	34	14	94.870628	Page
5	1	1	1	1	16	945	54	45	11	86.463120	26/31
2	1	2	0	0	0	111	114	1028	70	-1	
3	1	2	1	0	0	111	114	1028	70	-1	
4	1	2	1	1	0	1062	114	49	20	-1	
5	1	2	1	1	1	1062	114	17	20	0.000000	OR
5	1	2	1	1	2	1084	114	27	20	0.000000	74
4	1	2	1	2	0	112	144	1027	19	-1	
5	1	2	1	2	1	112	144	111	19	96.577095	RÉPUBLIQUE
5	1	2	1	2	2	228	147	99	16	96.426285	FRANÇAISE
5	1	2	1	2	3	935	146	17	13	78.082161	N°
5	1	2	1	2	4	959	146	76	13	78.082161	instruction
5	1	2	1	2	5	1042	149	2	10	92.641762	:
5	1	2	1	2	6	1050	146	12	13	55.577217	31
5	1	2	1	2	7	1069	146	70	13	92.396912	26/00044
4	1	2	1	3	0	111	168	1027	16	-1	
5	1	2	1	3	1	111	170	87	12	95.070259	TRIBUNAL
5	1	2	1	3	2	203	169	96	13	95.070259	JUDICIAIRE
5	1	2	1	3	3	305	169	23	13	96.845993	DE
5	1	2	1	3	4	333	168	96	14	96.990852	GRENOBLE
5	1	2	1	3	5	941	168	18	13	85.388542	N°
5	1	2	1	3	6	965	170	57	14	88.773895	parquet
5	1	2	1	3	7	1028	171	2	10	88.773895	:
5	1	2	1	3	8	1037	168	101	13	87.422585	26.038.01152
2	1	3	0	0	0	112	191	246	37	-1	
3	1	3	1	0	0	112	191	246	37	-1	
4	1	3	1	1	0	112	191	246	13	-1	
5	1	3	1	1	1	112	192	75	12	93.280815	CABINET
5	1	3	1	1	2	192	191	132	13	91.307205	D'INSTRUCTION
5	1	3	1	1	3	330	191	28	13	95.893127	N°2
4	1	3	1	2	0	112	214	200	14	-1	
5	1	3	1	2	1	112	216	38	11	77.995766	M:E.
5	1	3	1	2	2	169	214	103	14	91.544662	ROUVIÈRE,
5	1	3	1	2	3	284	216	28	12	91.968170	VPI
2	1	4	0	0	0	111	240	1028	5	-1	
3	1	4	1	0	0	111	240	1028	5	-1	
4	1	4	1	1	0	111	240	1028	5	-1	
5	1	4	1	1	1	111	240	1028	5	95.000000	 
2	1	5	0	0	0	259	261	731	24	-1	
3	1	5	1	0	0	259	261	731	24	-1	
4	1	5	1	1	0	259	261	731	24	-1	
5	1	5	1	1	1	259	267	199	18	90.930145	ORDONNANCE
