level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	113	52	873	16	-1	
3	1	1	1	0	0	113	34	1035	74	-1	
4	1	1	1	1	0	113	52	873	16	-1	
5	1	1	1	1	1	113	57	73	11	91.582512	TRIBUNAL
5	1	1	1	1	2	192	57	81	11	96.775146	JUDICIAIRE
5	1	1	1	1	3	280	57	19	10	96.985550	DE
5	1	1	1	1	4	304	56	82	11	93.255989	GRENOBLE
5	1	1	1	1	5	392	62	13	1	93.080803	—
5	1	1	1	1	6	412	55	73	11	95.869247	Information
5	1	1	1	1	7	490	56	10	10	94.506767	n°
5	1	1	1	1	8	509	55	10	11	76.885414	31
5	1	1	1	1	9	525	55	60	11	91.242638	26/00044
5	1	1	1	1	10	592	61	13	1	91.794365	—
5	1	1	1	1	11	611	55	37	13	91.524605	Copie
5	1	1	1	1	12	654	54	15	11	91.524605	de
5	1	1	1	1	13	675	54	10	11	96.046021	la
5	1	1	1	1	14	690	54	67	14	96.674721	procédure
5	1	1	1	1	15	903	53	33	13	96.762947	Page
5	1	1	1	1	16	942	52	44	11	61.883179	29/31
2	1	2	0	0	0	108	112	999	79	-1	
3	1	2	1	0	0	108	112	999	79	-1	
4	1	2	1	1	0	1059	112	48	19	-1	
5	1	2	1	1	1	1059	112	48	19	0.000000	F1/1
4	1	2	1	2	0	109	145	531	19	-1	
5	1	2	1	2	1	109	147	59	17	87.409485	Maître
5	1	2	1	2	2	174	147	63	16	93.244507	Olivier
5	1	2	1	2	3	242	147	83	16	91.861877	TERRAZ
5	1	2	1	2	4	332	155	14	3	92.613022	—
5	1	2	1	2	5	356	147	62	15	96.737350	Avocat
5	1	2	1	2	6	424	150	22	12	95.556664	au
5	1	2	1	2	7	453	146	68	15	95.556664	barreau
5	1	2	1	2	8	528	145	22	16	96.963631	de
5	1	2	1	2	9	557	145	83	16	96.703545	Grenoble
4	1	2	1	3	0	108	172	430	19	-1	
5	1	2	1	3	1	108	176	11	15	96.580177	6
5	1	2	1	3	2	126	178	28	12	96.580177	rue
5	1	2	1	3	3	161	175	32	15	93.290222	des
5	1	2	1	3	4	200	173	185	18	92.593391	Bons-Enfants-Neufs,
5	1	2	1	3	5	393	174	56	15	96.596992	38000
5	1	2	1	3	6	456	172	82	16	96.856628	Grenoble
2	1	3	0	0	0	107	199	1029	9	-1	
3	1	3	1	0	0	107	199	1029	9	-1	
4	1	3	1	1	0	107	199	1029	9	-1	
5	1	3	1	1	1	107	199	1029	9	95.000000	 
2	1	4	0	0	0	674	220	296	76	-1	
3	1	4	1	0	0	674	220	296	76	-1	
4	1	4	1	1	0	675	220	269	20	-1	
5	1	4	1	1	1	675	224	82	16	95.850578	Monsieur
5	1	4	1	1	2	765	221	67	18	93.156105	Étienne
5	1	4	1	1	3	840	220	104	19	92.241440	ROUVIÈRE
4	1	4	1	2	0	674	250	296	21	-1	
5	1	4	1	2	1	674	252	44	19	96.640495	Juge
5	1	4	1	2	2	724	251	107	16	93.303314	d'instruction
5	1	4	1	2	3	838	259	20	3	92.976227	—
5	1	4	1	2	4	864	250	70	16	96.888519	Cabinet
5	1	4	1	2	5	941	250	29	15	96.187195	n°2
4	1	4	1	3	0	674	276	276	20	-1	
5	1	4	1	3	1	674	277	72	16	96.589684	Tribunal
5	1	4	1	3	2	752	277	80	19	96.812553	judiciaire
5	1	4	1	3	3	839	276	22	16	96.958183	de
5	1	4	1	3	4	868	276	82	16	96.459267	Grenoble
2	1	5	0	0	0	109	327	835	53	-1	
3	1	5	1	0	0	109	327	835	53	-1	
4	1	5	1	1	0	109	327	218	18	-1	
5	1	5	1	1	1	109	328	88	17	96.578896	Grenoble,
5	1	5	1	1	2	205	328	14	15	96.638893	le
5	1	5	1	1	3	226	327	101	16	96.638893	07/04/2026
4	1	5	1	2	0	110	359	834	21	-1	
5	1	5	1	2	1	110	364	32	16	91.678436	Aff.
5	1	5	1	2	2	150	368	4	11	90.896317	:
5	1	5	1	2	3	161	364	16	15	37.024345	JI
5	1	5	1	2	4	184	363	85	16	91.526474	26/00044
5	1	5	1	2	5	274	371	21	3	92.368942	—
5	1	5	1	2	6	301	364	21	14	93.148048	M.
5	1	5	1	2	7	330	363	108	15	91.939621	MARTINON
5	1	5	1	2	8	445	363	58	14	88.892471	Lucas
5	1	5	1	2	9	509	370	21	3	88.892471	—
5	1	5	1	2	10	536	361	106	16	96.140930	Production
5	1	5	1	2	11	649	361	23	15	96.811775	de
5	1	5	1	2	12	679	360	62	20	96.910706	pièces
5	1	5	1	2	13	748	360	65	20	92.798439	(article
5	1	5	1	2	14	820	360	40	15	92.798439	82-1
5	1	5	1	2	15	866	359	24	16	95.592720	du
5	1	5	1	2	16	897	359	47	20	96.601830	CPP)
2	1	6	0	0	0	111	400	158	19	-1	
3	1	6	1	0	0	111	400	158	19	-1	
4	1	6	1	1	0	111	400	158	19	-1	
5	1	6	1	1	1	111	400	82	16	94.779831	Monsieur
5	1	6	1	1	2	200	400	14	15	96.702766	le
5	1	6	1	1	3	221	400	48	19	95.994095	Juge,
2	1	7	0	0	0	110	430	1027	105	-1	
3	1	7	1	0	0	110	430	1027	105	-1	
4	1	7	1	1	0	111	430	1026	25	-1	
5	1	7	1	1	1	111	437	21	15	96.980988	Le
5	1	7	1	1	2	139	438	64	17	96.823135	rapport
5	1	7	1	1	3	210	435	21	16	96.948463	de
5	1	7	1	1	4	239	435	80	20	96.948463	synthèse
5	1	7	1	1	5	326	435	22	15	96.276199	du
5	1	7	1	1	6	356	434	100	16	96.276199	13/03/2026
5	1	7	1	1	7	464	434	44	19	93.138840	(cote
5	1	7	1	1	8	516	433	41	20	92.833809	D26)
5	1	7	1	1	9	566	433	59	20	92.779121	impute
5	1	7	1	1	10	633	433	11	15	96.572823	à
5	1	7	1	1	11	650	436	38	12	96.248917	mon
5	1	7	1	1	12	696	432	47	16	96.679268	client
5	1	7	1	1	13	750	432	14	15	96.857346	le
5	1	7	1	1	14	771	432	111	19	96.405731	cambriolage
5	1	7	1	1	15	889	431	69	16	96.401344	commis
5	1	7	1	1	16	965	431	15	15	96.424683	le
5	1	7	1	1	17	986	430	43	20	96.987305	jeudi
5	1	7	1	1	18	1037	430	100	17	96.704865	19/02/2026
4	1	7	1	2	0	110	456	1027	22	-1	
5	1	7	1	2	1	110	464	46	14	96.869797	entre
5	1	7	1	2	2	165	461	55	16	96.609497	10h00
5	1	7	1	2	3	228	464	17	13	95.519859	et
5	1	7	1	2	4	254	461	53	16	96.448608	11h40
5	1	7	1	2	5	315	460	11	16	93.291023	à
5	1	7	1	2	6	334	460	111	16	92.450882	Saint-Ismier.
5	1	7	1	2	7	455	460	22	15	96.041931	Or
5	1	7	1	2	8	484	460	21	15	93.144806	M.
5	1	7	1	2	9	515	460	106	15	91.639839	MARTINON
5	1	7	1	2	10	630	458	80	16	93.720367	travaillait
5	1	7	1	2	11	718	462	21	12	96.524529	ce
5	1	7	1	2	12	746	457	57	21	94.761391	jour-là
5	1	7	1	2	13	811	458	11	15	91.977676	à
5	1	7	1	2	14	830	457	82	20	91.318932	l'entrepôt
5	1	7	1	2	15	920	457	22	15	96.698784	de
5	1	7	1	2	16	951	457	15	15	96.605553	la
5	1	7	1	2	17	974	456	63	16	93.298111	société
5	1	7	1	2	18	1046	456	91	16	92.491875	LOGIVOR
4	1	7	1	3	0	111	479	1026	30	-1	
5	1	7	1	3	1	111	489	64	20	96.423828	(fictive)
5	1	7	1	3	2	182	488	11	16	92.842934	à
5	1	7	1	3	3	199	489	80	19	91.577927	Voreppe,
