level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	113	33	1034	76	-1	
3	1	1	1	0	0	113	33	1034	76	-1	
4	1	1	1	1	0	113	33	1034	76	-1	
5	1	1	1	1	1	113	58	73	11	96.397591	TRIBUNAL
5	1	1	1	1	2	191	57	82	11	96.166801	JUDICIAIRE
5	1	1	1	1	3	279	57	19	11	96.351959	DE
5	1	1	1	1	4	304	56	81	11	92.053085	GRENOBLE
5	1	1	1	1	5	392	62	12	1	92.053085	—
5	1	1	1	1	6	411	56	73	11	93.060677	Information
5	1	1	1	1	7	490	58	6	8	86.102943	n°
5	1	1	1	1	8	508	55	10	11	60.423698	J1
5	1	1	1	1	9	524	55	61	11	76.114792	26/00044
5	1	1	1	1	10	591	60	14	2	92.299583	—
5	1	1	1	1	11	610	55	38	13	93.536804	Copie
5	1	1	1	1	12	653	55	16	10	93.985977	de
5	1	1	1	1	13	674	54	11	11	93.985977	la
5	1	1	1	1	14	690	54	66	13	96.457443	procédure
5	1	1	1	1	15	911	52	33	14	96.842987	Page
5	1	1	1	1	16	949	52	36	11	96.371826	4/31
5	1	1	1	1	17	1014	33	133	76	40.114708	CDs)
2	1	2	0	0	0	108	111	1027	119	-1	
3	1	2	1	0	0	108	111	1027	119	-1	
4	1	2	1	1	0	1058	111	49	20	-1	
5	1	2	1	1	1	1058	111	49	20	0.000000	P1/1
4	1	2	1	2	0	108	142	1027	23	-1	
5	1	2	1	2	1	108	151	121	14	95.913773	RÉPUBLIQUE
5	1	2	1	2	2	241	151	107	13	95.913773	FRANÇAISE
5	1	2	1	2	3	830	142	144	16	85.063675	PROCÈS-VERBAL
5	1	2	1	2	4	980	144	17	13	92.793159	N°
5	1	2	1	2	5	1003	143	132	14	91.657211	2026/000233/003
4	1	2	1	3	0	108	165	1027	20	-1	
5	1	2	1	3	1	108	172	63	13	95.698158	POLICE
5	1	2	1	3	2	177	171	96	13	95.819695	NATIONALE
5	1	2	1	3	3	985	165	49	14	92.501312	Affaire
5	1	2	1	3	4	1040	169	2	9	92.501312	:
5	1	2	1	3	5	1049	165	86	13	91.909332	GENTIANE
4	1	2	1	4	0	108	187	1027	20	-1	
5	1	2	1	4	1	108	194	39	13	92.771645	DIPN
5	1	2	1	4	2	153	194	41	13	92.579849	38
5	1	2	1	4	3	181	183	11	30	92.579849	—
5	1	2	1	4	4	200	190	68	16	92.144814	SÛRETÉ
5	1	2	1	4	5	274	190	160	16	95.975967	DÉPARTEMENTALE
5	1	2	1	4	6	980	187	62	17	95.213493	Enquête
5	1	2	1	4	7	1048	187	87	17	95.213493	préliminaire
4	1	2	1	5	0	108	210	1027	20	-1	
5	1	2	1	5	1	108	217	74	13	96.369041	GROUPE
5	1	2	1	5	2	187	217	23	12	93.253838	DE
5	1	2	1	5	3	216	213	110	16	90.890800	RÉPRESSION
5	1	2	1	5	4	332	216	34	12	93.202354	DES
5	1	2	1	5	5	371	215	93	13	89.795197	ATTEINTES
5	1	2	1	5	6	469	215	35	12	96.977745	AUX
5	1	2	1	5	7	510	214	51	13	96.315811	BIENS
5	1	2	1	5	8	938	211	17	13	95.372910	N°
5	1	2	1	5	9	961	212	58	16	93.082375	parquet
5	1	2	1	5	10	1024	214	3	9	93.082375	:
5	1	2	1	5	11	1033	210	102	13	93.095551	26.038.01152
2	1	3	0	0	0	735	231	400	16	-1	
