level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	118	35	1033	76	-1	
3	1	1	1	0	0	118	35	1033	76	-1	
4	1	1	1	1	0	118	35	1033	76	-1	
5	1	1	1	1	1	118	56	72	10	96.219460	TRIBUNAL
5	1	1	1	1	2	195	55	82	11	96.458839	JUDICIAIRE
5	1	1	1	1	3	283	55	19	11	96.708076	DE
5	1	1	1	1	4	308	55	82	11	93.215431	GRENOBLE
5	1	1	1	1	5	397	61	11	1	93.093948	—
5	1	1	1	1	6	415	55	73	11	79.744003	information
5	1	1	1	1	7	494	55	11	10	93.067116	n°
5	1	1	1	1	8	512	55	10	10	77.581818	J1
5	1	1	1	1	9	528	55	61	10	83.051193	26/00044
5	1	1	1	1	10	596	61	12	1	92.866615	—
5	1	1	1	1	11	614	55	38	13	95.910339	Copie
5	1	1	1	1	12	657	54	16	11	95.910339	de
5	1	1	1	1	13	679	54	10	11	91.234337	la
5	1	1	1	1	14	694	55	66	13	96.140762	procédure
5	1	1	1	1	15	906	54	34	14	95.615196	Page
5	1	1	1	1	16	946	54	43	10	91.949837	14/31
5	1	1	1	1	17	1018	35	133	76	62.266735	CD13)
2	1	2	0	0	0	111	114	1028	113	-1	
3	1	2	1	0	0	111	114	1028	113	-1	
4	1	2	1	1	0	1062	114	49	19	-1	
5	1	2	1	1	1	1062	114	49	19	0.000000	F1
4	1	2	1	2	0	112	143	1027	20	-1	
5	1	2	1	2	1	112	147	121	16	95.783043	RÉPUBLIQUE
5	1	2	1	2	2	244	149	107	14	95.679535	FRANÇAISE
5	1	2	1	2	3	834	143	144	16	92.274475	PROCÈS-VERBAL
5	1	2	1	2	4	983	146	18	13	89.330605	N°
5	1	2	1	2	5	1007	146	132	13	89.330605	2026/000233/008
4	1	2	1	3	0	112	168	1027	14	-1	
5	1	2	1	3	1	112	170	62	12	96.203659	POLICE
5	1	2	1	3	2	180	169	97	13	96.664368	NATIONALE
5	1	2	1	3	3	989	168	48	13	91.351418	Affaire
5	1	2	1	3	4	1044	171	2	9	91.351418	:
5	1	2	1	3	5	1052	168	87	12	79.349289	GENTIANE
4	1	2	1	4	0	112	188	1027	18	-1	
5	1	2	1	4	1	112	192	39	12	91.653076	DIPN
5	1	2	1	4	2	157	192	18	12	93.005219	38
5	1	2	1	4	3	180	198	17	2	92.199837	—
5	1	2	1	4	4	202	188	69	16	90.231262	SÛRETÉ
5	1	2	1	4	5	277	188	160	16	95.294708	DÉPARTEMENTALE
5	1	2	1	4	6	860	190	92	13	93.290688	Commission
5	1	2	1	4	7	959	192	66	14	91.014175	rogatoire
5	1	2	1	4	8	1030	190	18	13	96.671158	du
5	1	2	1	4	9	1054	190	85	13	96.812355	20/02/2026
4	1	2	1	5	0	111	211	1028	16	-1	
5	1	2	1	5	1	111	215	74	12	96.861931	GROUPE
5	1	2	1	5	2	190	215	23	12	93.023308	DE
5	1	2	1	5	3	219	211	110	16	92.699219	RÉPRESSION
5	1	2	1	5	4	336	214	33	13	93.295090	DES
5	1	2	1	5	5	374	214	93	13	92.638496	ATTEINTES
5	1	2	1	5	6	472	214	36	13	96.793701	AUX
5	1	2	1	5	7	513	214	51	13	96.797058	BIENS
5	1	2	1	5	8	961	213	84	13	93.150742	Information
5	1	2	1	5	9	1050	213	12	13	84.995293	J1
5	1	2	1	5	10	1069	213	70	12	87.152275	26/00044
2	1	3	0	0	0	678	235	461	16	-1	
3	1	3	1	0	0	678	235	461	16	-1	
4	1	3	1	1	0	678	235	461	16	-1	
5	1	3	1	1	1	678	236	57	12	93.172112	OBJET
5	1	3	1	1	2	741	239	3	9	93.077225	:
5	1	3	1	1	3	750	235	146	13	90.677734	INTERPELLATION
5	1	3	1	1	4	901	242	17	2	90.677734	—
5	1	3	1	1	5	924	235	121	16	91.871475	PERQUISITION
5	1	3	1	1	6	1050	241	17	3	91.975952	—
5	1	3	1	1	7	1073	235	66	12	90.820274	SAISIES
2	1	4	0	0	0	111	262	1028	5	-1	
3	1	4	1	0	0	111	262	1028	5	-1	
4	1	4	1	1	0	111	262	1028	5	-1	
5	1	4	1	1	1	111	262	1028	5	95.000000	 
2	1	5	0	0	0	506	283	238	24	-1	
3	1	5	1	0	0	506	283	238	24	-1	
4	1	5	1	1	0	506	283	238	24	-1	
5	1	5	1	1	1	506	283	238	24	91.165710	PROCÈS-VERBAL
2	1	6	0	0	0	112	339	554	20	-1	
3	1	6	1	0	0	112	339	554	20	-1	
4	1	6	1	1	0	112	339	554	20	-1	
5	1	6	1	1	1	112	341	35	14	96.411346	L'an
