level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	123	38	1033	76	-1	
3	1	1	1	0	0	123	38	1033	76	-1	
4	1	1	1	1	0	123	38	1033	76	-1	
5	1	1	1	1	1	123	52	72	11	96.506462	TRIBUNAL
5	1	1	1	1	2	200	53	82	11	96.472351	JUDICIAIRE
5	1	1	1	1	3	288	53	19	11	96.618668	DE
5	1	1	1	1	4	313	53	82	11	93.183189	GRENOBLE
5	1	1	1	1	5	400	60	14	1	92.921730	—
5	1	1	1	1	6	420	53	73	12	81.103676	Information
5	1	1	1	1	7	499	55	11	9	95.321495	n°
5	1	1	1	1	8	518	54	9	11	51.012020	31
5	1	1	1	1	9	533	54	61	11	85.752296	26/00044
5	1	1	1	1	10	600	61	13	1	90.123283	—
5	1	1	1	1	11	619	55	38	13	96.922005	Copie
5	1	1	1	1	12	663	55	15	10	96.843567	de
5	1	1	1	1	13	684	55	10	10	96.182518	la
5	1	1	1	1	14	699	55	67	13	91.681030	procédure
5	1	1	1	1	15	920	56	33	14	96.530350	Page
5	1	1	1	1	16	959	56	35	11	85.046715	8/31
5	1	1	1	1	17	1023	38	133	76	22.791267	CD)
2	1	2	0	0	0	115	117	1028	89	-1	
3	1	2	1	0	0	115	117	1028	89	-1	
4	1	2	1	1	0	1067	117	49	19	-1	
5	1	2	1	1	1	1067	117	49	19	0.000000	F1
4	1	2	1	2	0	116	141	1027	24	-1	
5	1	2	1	2	1	116	141	111	20	96.193230	RÉPUBLIQUE
5	1	2	1	2	2	232	144	99	17	96.631004	FRANÇAISE
5	1	2	1	2	3	945	148	18	13	80.478226	N°
5	1	2	1	2	4	969	150	58	15	93.227417	parquet
5	1	2	1	2	5	1032	152	3	9	92.355072	:
5	1	2	1	2	6	1041	149	102	13	90.263542	26.038.01152
4	1	2	1	3	0	115	166	318	14	-1	
5	1	2	1	3	1	115	166	88	13	95.223396	TRIBUNAL
5	1	2	1	3	2	207	167	97	13	95.993546	JUDICIAIRE
5	1	2	1	3	3	309	168	23	12	96.311493	DE
5	1	2	1	3	4	338	168	95	12	96.576149	GRENOBLE
4	1	2	1	4	0	116	187	397	19	-1	
5	1	2	1	4	1	116	189	82	15	96.949570	PARQUET
5	1	2	1	4	2	203	189	23	12	95.182625	DU
5	1	2	1	4	3	233	189	108	13	95.182625	PROCUREUR
5	1	2	1	4	4	347	190	23	12	96.297455	DE
5	1	2	1	4	5	376	190	21	12	96.297455	LA
5	1	2	1	4	6	403	187	110	19	96.767227	RÉPUBLIQUE
2	1	3	0	0	0	114	216	1029	6	-1	
3	1	3	1	0	0	114	216	1029	6	-1	
4	1	3	1	1	0	114	216	1029	6	-1	
5	1	3	1	1	1	114	216	1029	6	95.000000	 
2	1	4	0	0	0	422	239	413	27	-1	
3	1	4	1	0	0	422	239	413	27	-1	
4	1	4	1	1	0	422	239	413	27	-1	
5	1	4	1	1	1	422	239	206	27	91.366104	RÉQUISITOIRE
5	1	4	1	1	2	638	245	197	18	91.721306	INTRODUCTIF
2	1	5	0	0	0	115	295	882	60	-1	
3	1	5	1	0	0	115	295	882	60	-1	
4	1	5	1	1	0	116	295	602	22	-1	
5	1	5	1	1	1	116	295	21	15	96.669334	Le
5	1	5	1	1	2	144	299	83	16	96.333237	procureur
5	1	5	1	1	3	233	295	20	16	96.697243	de
