level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1240	1754	-1	
2	1	1	0	0	0	116	34	1034	76	-1	
3	1	1	1	0	0	116	34	1034	76	-1	
4	1	1	1	1	0	116	34	1034	76	-1	
5	1	1	1	1	1	116	56	73	11	95.009689	TRIBUNAL
5	1	1	1	1	2	194	56	82	11	96.164444	JUDICIAIRE
5	1	1	1	1	3	282	56	20	10	96.164444	DE
5	1	1	1	1	4	307	55	83	11	92.692505	GRENOBLE
5	1	1	1	1	5	395	61	13	2	92.364120	—
5	1	1	1	1	6	414	55	74	11	93.203247	Information
5	1	1	1	1	7	493	55	12	10	80.804886	n°
5	1	1	1	1	8	511	55	10	10	21.172119	J
5	1	1	1	1	9	527	55	61	10	85.115593	26/00044
5	1	1	1	1	10	594	61	14	1	92.772896	—
5	1	1	1	1	11	613	55	38	13	95.201172	Copie
5	1	1	1	1	12	656	55	16	10	93.958847	de
5	1	1	1	1	13	677	55	11	10	93.958847	la
5	1	1	1	1	14	693	54	67	13	96.569748	procédure
5	1	1	1	1	15	905	54	34	13	92.627487	Page
5	1	1	1	1	16	945	53	44	11	92.627487	15/31
5	1	1	1	1	17	1017	34	133	76	0.000000	CD14)
2	1	2	0	0	0	110	113	1028	115	-1	
3	1	2	1	0	0	110	113	1028	115	-1	
4	1	2	1	1	0	1061	113	49	20	-1	
5	1	2	1	1	1	1061	113	49	20	45.192383	F1/1
4	1	2	1	2	0	111	143	1027	21	-1	
5	1	2	1	2	1	111	148	121	16	95.777863	RÉPUBLIQUE
5	1	2	1	2	2	243	149	108	14	95.380608	FRANÇAISE
5	1	2	1	2	3	833	143	144	16	90.404236	PROCÈS-VERBAL
5	1	2	1	2	4	982	146	18	12	91.248436	N°
5	1	2	1	2	5	1006	145	132	13	91.248436	2026/000233/009
4	1	2	1	3	0	110	167	1028	17	-1	
5	1	2	1	3	1	110	170	63	13	96.041580	POLICE
5	1	2	1	3	2	179	170	97	14	96.041580	NATIONALE
5	1	2	1	3	3	988	167	48	13	92.854164	Affaire
5	1	2	1	3	4	1043	170	2	10	90.104088	:
5	1	2	1	3	5	1052	167	86	13	92.158203	GENTIANE
4	1	2	1	4	0	111	189	1027	17	-1	
5	1	2	1	4	1	111	192	39	13	89.483727	DIPN
5	1	2	1	4	2	156	192	19	13	88.792160	38
5	1	2	1	4	3	179	198	18	3	88.792160	—
5	1	2	1	4	4	202	189	68	16	91.579315	SÛRETÉ
5	1	2	1	4	5	276	189	161	15	90.046555	DÉPARTEMENTALE
5	1	2	1	4	6	859	190	93	13	93.304298	Commission
5	1	2	1	4	7	958	191	66	15	90.269859	rogatoire
5	1	2	1	4	8	1030	189	17	13	96.500351	du
5	1	2	1	4	9	1053	189	85	13	96.500351	20/02/2026
4	1	2	1	5	0	111	212	1027	16	-1	
5	1	2	1	5	1	111	215	73	13	96.482277	GROUPE
5	1	2	1	5	2	190	215	23	13	93.289215	DE
5	1	2	1	5	3	218	212	110	16	91.456772	RÉPRESSION
5	1	2	1	5	4	335	215	34	12	93.165192	DES
5	1	2	1	5	5	374	214	93	13	91.685562	ATTEINTES
5	1	2	1	5	6	472	214	35	13	96.948822	AUX
5	1	2	1	5	7	513	214	50	13	96.458046	BIENS
5	1	2	1	5	8	960	212	84	13	93.093300	Information
5	1	2	1	5	9	1050	212	11	13	43.042442	J1
5	1	2	1	5	10	1068	212	70	13	87.911865	26/00044
2	1	3	0	0	0	660	232	478	17	-1	
3	1	3	1	0	0	660	232	478	17	-1	
4	1	3	1	1	0	660	232	478	17	-1	
5	1	3	1	1	1	660	235	56	14	93.045227	OBJET
5	1	3	1	1	2	722	239	3	9	92.704453	:
5	1	3	1	1	3	732	235	118	13	96.025818	NOTIFICATION
5	1	3	1	1	4	857	235	22	13	96.271683	DE
5	1	3	1	1	5	885	235	61	13	96.153481	GARDE
5	1	3	1	1	6	947	228	10	28	96.925308	À
5	1	3	1	1	7	968	235	35	12	96.088882	VUE
5	1	3	1	1	8	1009	235	20	12	96.428642	ET
5	1	3	1	1	9	1035	234	34	13	96.548172	DES
5	1	3	1	1	10	1075	234	63	13	96.472893	DROITS
2	1	4	0	0	0	109	262	1030	6	-1	
3	1	4	1	0	0	109	262	1030	6	-1	
4	1	4	1	1	0	109	262	1030	6	-1	
5	1	4	1	1	1	109	262	1030	6	95.000000	 
2	1	5	0	0	0	505	283	239	24	-1	
3	1	5	1	0	0	505	283	239	24	-1	
4	1	5	1	1	0	505	283	239	24	-1	
5	1	5	1	1	1	505	283	239	24	91.139923	PROCÈS-VERBAL
2	1	6	0	0	0	111	339	580	20	-1	
3	1	6	1	0	0	111	339	580	20	-1	
4	1	6	1	1	0	111	339	580	20	-1	
5	1	6	1	1	1	111	342	36	14	96.475220	L'an
